primary_type,district,latitude,longitude,date
WEAPONS VIOLATION,10,41.847431728,-87.714875658,2017-11-09 22:34:00 +0000 UTC
WEAPONS VIOLATION,10,41.844381272,-87.715092209,2024-10-07 18:22:00 +0000 UTC
ASSAULT,10,41.851295923,-87.673979047,2014-11-14 07:15:00 +0000 UTC
GAMBLING,11,41.897638613,-87.727379553,2010-08-10 13:55:00 +0000 UTC
NARCOTICS,11,41.901663577,-87.718958959,2005-10-28 20:45:42 +0000 UTC
THEFT,11,41.887713316,-87.731674733,2004-11-12 09:00:00 +0000 UTC
PROSTITUTION,11,41.88068906,-87.728733158,2006-12-15 18:50:00 +0000 UTC
OTHER OFFENSE,11,41.879552758,-87.714275939,2011-04-25 11:00:00 +0000 UTC
CRIMINAL DAMAGE,11,41.880586939,-87.706110174,2003-10-11 22:30:00 +0000 UTC
THEFT,11,41.874129917,-87.743434262,2022-09-05 00:00:00 +0000 UTC
NARCOTICS,11,41.874125202,-87.743584848,2005-05-16 12:40:00 +0000 UTC
INTERFERENCE WITH PUBLIC OFFICER,11,41.874974798,-87.725475051,2018-03-15 16:48:00 +0000 UTC
BATTERY,11,41.869491903,-87.710642788,2010-02-08 12:20:00 +0000 UTC
BATTERY,12,41.874059075,-87.675338675,2007-05-26 17:30:00 +0000 UTC
BATTERY,12,41.900213288,-87.695067377,2015-06-19 00:35:00 +0000 UTC
THEFT,12,41.884940237,-87.648620736,2004-11-20 23:00:00 +0000 UTC
OTHER OFFENSE,12,41.88546223,-87.69394357,2022-06-19 11:00:00 +0000 UTC
BATTERY,12,41.858622156,-87.672384057,2008-03-23 10:00:00 +0000 UTC
THEFT,12,41.866331725,-87.666379171,2006-03-16 06:40:00 +0000 UTC
MOTOR VEHICLE THEFT,12,41.874173691,-87.668082118,2022-05-20 19:30:00 +0000 UTC
NARCOTICS,12,41.858418012,-87.653396856,2003-08-31 01:23:25 +0000 UTC
OTHER OFFENSE,12,41.903003929,-87.688148277,2006-03-19 09:19:00 +0000 UTC
DECEPTIVE PRACTICE,12,41.893990113,-87.702155577,2003-08-28 15:30:00 +0000 UTC
BATTERY,12,41.903261332,-87.672607125,2011-11-26 01:40:00 +0000 UTC
BATTERY,12,41.890078274,-87.648297764,2004-11-14 04:00:00 +0000 UTC
CRIMINAL TRESPASS,12,41.881822331,-87.70219088,2001-03-19 11:24:10 +0000 UTC
DECEPTIVE PRACTICE,14,41.925367733,-87.715791838,2004-07-12 00:00:00 +0000 UTC
OTHER OFFENSE,14,41.917024064,-87.706954976,2006-10-07 01:00:00 +0000 UTC
BATTERY,14,41.909152584,-87.710297906,2006-03-20 22:30:00 +0000 UTC
THEFT,14,41.905649062,-87.709446643,2001-04-21 23:30:00 +0000 UTC
OTHER OFFENSE,14,41.92731408,-87.688950702,2023-02-11 16:45:00 +0000 UTC
CRIMINAL DAMAGE,14,41.903382607,-87.664168019,2024-12-21 19:30:00 +0000 UTC
BATTERY,15,41.869786389,-87.774281815,2002-07-04 20:15:00 +0000 UTC
BATTERY,15,41.876562146,-87.762604889,2003-02-02 20:00:00 +0000 UTC
OTHER OFFENSE,15,41.876640592,-87.756336258,2005-04-24 15:00:00 +0000 UTC
THEFT,15,41.887314677,-87.759413268,2020-01-03 16:20:00 +0000 UTC
NARCOTICS,15,41.890045974,-87.756281743,2014-07-15 22:05:00 +0000 UTC
THEFT,15,41.894860447,-87.764194002,2024-07-16 16:15:00 +0000 UTC
NARCOTICS,15,41.894876922,-87.762537358,2005-05-18 23:05:30 +0000 UTC
BATTERY,15,41.88173662,-87.751432105,2017-06-15 21:00:00 +0000 UTC
PUBLIC PEACE VIOLATION,15,41.889535537,-87.749223855,2012-11-16 23:23:00 +0000 UTC
BATTERY,15,41.878582195,-87.746327253,2019-02-02 13:15:00 +0000 UTC
ASSAULT,15,41.876581037,-87.745137513,2014-11-02 01:40:00 +0000 UTC
NARCOTICS,15,41.881738862,-87.751332935,2019-03-05 00:48:00 +0000 UTC
THEFT,16,42.00327641,-87.809170651,2009-04-17 20:00:00 +0000 UTC
THEFT,16,41.994040475,-87.753459837,2004-09-18 00:30:00 +0000 UTC
CRIMINAL TRESPASS,16,41.97821656,-87.760944166,2013-06-08 23:30:00 +0000 UTC
THEFT,16,41.94727171,-87.813195351,2022-06-18 19:00:00 +0000 UTC
THEFT,16,41.952897791,-87.787860507,2008-10-07 15:00:00 +0000 UTC
THEFT,16,41.944815227,-87.780228585,2010-03-01 07:00:00 +0000 UTC
BATTERY,17,41.978083528,-87.736966615,2017-09-02 17:50:00 +0000 UTC
MOTOR VEHICLE THEFT,17,41.970600926,-87.739246468,2023-11-10 22:00:00 +0000 UTC
CRIMINAL DAMAGE,17,41.968277901,-87.724827862,2012-05-14 08:30:00 +0000 UTC
MOTOR VEHICLE THEFT,17,41.956194022,-87.729292081,2007-03-11 20:00:00 +0000 UTC
OTHER OFFENSE,17,41.951121482,-87.72386616,2021-07-24 15:16:00 +0000 UTC
BATTERY,17,41.947505084,-87.706623593,2010-06-02 22:50:00 +0000 UTC
THEFT,18,41.918152275,-87.650224201,2024-07-24 14:33:00 +0000 UTC
THEFT,18,41.918818447,-87.643684176,2004-01-18 13:30:00 +0000 UTC
MOTOR VEHICLE THEFT,18,41.916658909,-87.649677977,2016-05-01 21:30:00 +0000 UTC
MOTOR VEHICLE THEFT,18,41.91418458,-87.637050983,2021-08-23 18:35:00 +0000 UTC
MOTOR VEHICLE THEFT,18,41.921000188,-87.636425726,2006-05-30 17:00:00 +0000 UTC
OTHER OFFENSE,18,41.900186432,-87.629874966,2005-04-11 03:25:00 +0000 UTC
BATTERY,19,41.967545367,-87.677514087,2001-04-12 00:10:00 +0000 UTC
BATTERY,19,41.954881682,-87.669066936,2008-03-11 14:15:00 +0000 UTC
THEFT,19,41.945005756,-87.645842759,2015-04-27 18:29:00 +0000 UTC
MOTOR VEHICLE THEFT,19,41.930730264,-87.659251769,2006-10-13 17:45:00 +0000 UTC
BATTERY,19,41.933582379,-87.645517082,2022-02-07 05:20:00 +0000 UTC
ASSAULT,20,41.987518657,-87.690793622,2020-11-23 16:35:00 +0000 UTC
THEFT,20,41.984437737,-87.697345842,2002-07-06 00:38:00 +0000 UTC
ASSAULT,20,41.976851852,-87.654999693,2024-03-26 16:04:00 +0000 UTC
THEFT,20,41.969341473,-87.679201891,2009-03-12 17:00:00 +0000 UTC
ASSAULT,2,41.849258979,-87.62234015,2001-01-11 08:45:00 +0000 UTC
THEFT,2,41.83215638,-87.616981404,2008-03-02 12:55:00 +0000 UTC
BATTERY,2,41.810979706,-87.599294896,2002-09-01 22:00:00 +0000 UTC
CRIMINAL DAMAGE,22,41.691694625,-87.690231297,2009-05-23 04:00:00 +0000 UTC
OTHER OFFENSE,22,41.705130592,-87.667059043,2004-10-24 17:00:00 +0000 UTC
BURGLARY,22,41.708684001,-87.662257678,2016-01-26 11:00:00 +0000 UTC
ASSAULT,22,41.720783347,-87.643197739,2012-02-09 18:50:00 +0000 UTC
BURGLARY,24,42.003639098,-87.694917701,2007-07-18 08:45:00 +0000 UTC
THEFT,24,42.018222741,-87.664735462,2011-09-17 22:00:00 +0000 UTC
CRIMINAL DAMAGE,24,42.012695161,-87.671225487,2020-12-17 00:00:00 +0000 UTC
ROBBERY,24,42.014809612,-87.68396521,2009-10-05 23:15:00 +0000 UTC
BATTERY,24,41.998375714,-87.670700712,2019-04-27 22:00:00 +0000 UTC
CRIMINAL TRESPASS,24,42.001092412,-87.671643792,2011-12-29 15:25:00 +0000 UTC
BATTERY,25,41.922667341,-87.778112297,2005-06-02 18:32:52 +0000 UTC
BURGLARY,25,41.933751672,-87.761419085,2013-04-10 08:00:00 +0000 UTC
CRIMINAL DAMAGE,25,41.925707884,-87.772452599,2007-03-13 19:40:00 +0000 UTC
NARCOTICS,25,41.918711651,-87.76551063,2022-10-28 00:00:00 +0000 UTC
ASSAULT,25,41.933342776,-87.747806308,2002-07-29 23:20:00 +0000 UTC
ROBBERY,25,41.909868606,-87.770298824,2011-02-05 11:00:00 +0000 UTC
DECEPTIVE PRACTICE,25,41.902894814,-87.77296454,2016-09-28 12:50:00 +0000 UTC
BATTERY,25,41.915907099,-87.732622465,2007-03-13 19:00:00 +0000 UTC
OTHER OFFENSE,1,41.877981539,-87.644608125,2003-12-24 12:00:00 +0000 UTC
NARCOTICS,1,41.879426921,-87.62998152,2009-05-20 23:30:00 +0000 UTC
DECEPTIVE PRACTICE,1,41.875625633,-87.629450396,2024-10-10 21:00:00 +0000 UTC
THEFT,1,41.880075611,-87.639628321,2012-11-04 12:30:00 +0000 UTC
THEFT,2,41.82906505,-87.626519016,2005-09-03 16:45:00 +0000 UTC
BATTERY,3,41.783045661,-87.614481419,2015-06-20 02:00:00 +0000 UTC
BATTERY,3,41.771989936,-87.623472718,2023-04-20 02:09:00 +0000 UTC
MOTOR VEHICLE THEFT,3,41.761234721,-87.586201552,2022-01-28 18:45:00 +0000 UTC
NARCOTICS,3,41.761152375,-87.586198842,2006-09-03 14:15:00 +0000 UTC
BURGLARY,3,41.772878403,-87.575255526,2003-06-01 17:00:00 +0000 UTC
THEFT,4,41.751420646,-87.592486791,2014-04-24 17:20:00 +0000 UTC
CRIMINAL DAMAGE,4,41.747084518,-87.59417101,2002-10-14 07:43:23 +0000 UTC
THEFT,4,41.734809881,-87.573237622,2016-11-21 18:00:00 +0000 UTC
BURGLARY,4,41.725795428,-87.57665549,2009-11-26 18:00:00 +0000 UTC
BATTERY,4,41.744344492,-87.575034294,2009-07-26 02:04:00 +0000 UTC
ROBBERY,4,41.758174759,-87.549934016,2024-05-21 21:30:00 +0000 UTC
BURGLARY,4,41.759012808,-87.560215615,2008-01-06 20:47:12 +0000 UTC
CRIMINAL DAMAGE,4,41.75468462,-87.566292693,2021-10-24 00:00:00 +0000 UTC
THEFT,4,41.698582968,-87.536490443,2004-11-26 11:05:32 +0000 UTC
ASSAULT,5,41.706533085,-87.605116878,2009-09-08 20:00:00 +0000 UTC
THEFT,5,41.705677782,-87.600944364,2011-08-05 18:00:00 +0000 UTC
BATTERY,5,41.681096016,-87.642018558,2015-07-16 02:30:00 +0000 UTC
THEFT,5,41.682495386,-87.653015358,2010-11-11 11:56:00 +0000 UTC
NARCOTICS,5,41.688191686,-87.621150914,2001-02-19 20:00:00 +0000 UTC
DECEPTIVE PRACTICE,5,41.65183772,-87.613274635,2014-01-09 00:01:00 +0000 UTC
BATTERY,6,41.755675152,-87.675108943,2004-02-02 13:15:00 +0000 UTC
PUBLIC PEACE VIOLATION,6,41.748465764,-87.668894176,2015-10-02 10:50:00 +0000 UTC
ASSAULT,6,41.749837103,-87.668279031,2009-10-27 07:20:00 +0000 UTC
CRIMINAL DAMAGE,6,41.751309313,-87.65861091,2019-12-26 06:57:00 +0000 UTC
ROBBERY,6,41.739004946,-87.64491897,2003-09-15 08:15:00 +0000 UTC
ROBBERY,6,41.736938727,-87.64679498,2012-03-03 22:20:00 +0000 UTC
BATTERY,6,41.757622369,-87.634472427,2016-03-23 04:30:00 +0000 UTC
OTHER OFFENSE,6,41.757424249,-87.631234642,2010-04-05 22:45:00 +0000 UTC
THEFT,6,41.750740094,-87.605372378,2001-04-21 12:30:00 +0000 UTC
BATTERY,6,41.735638073,-87.611445394,2010-04-05 01:30:00 +0000 UTC
OTHER OFFENSE,6,41.730844975,-87.604681156,2019-04-13 21:00:00 +0000 UTC
OTHER OFFENSE,6,41.728968295,-87.614333612,2012-09-15 12:00:00 +0000 UTC
OTHER OFFENSE,7,41.78722019,-87.633670719,2010-07-09 17:00:00 +0000 UTC
OTHER OFFENSE,7,41.782374308,-87.649713037,2003-10-23 19:00:00 +0000 UTC
CRIMINAL DAMAGE,7,41.782109519,-87.669133597,2002-08-26 13:00:00 +0000 UTC
CRIMINAL DAMAGE,7,41.782423623,-87.667927739,2005-01-27 12:30:00 +0000 UTC
BATTERY,7,41.779607237,-87.636330923,2003-10-17 01:18:33 +0000 UTC
BATTERY,7,41.775417555,-87.63331142,2012-03-15 22:54:00 +0000 UTC
BATTERY,7,41.779802622,-87.641414048,2013-05-07 15:30:00 +0000 UTC
OTHER OFFENSE,7,41.769485611,-87.672438396,2005-03-06 19:00:00 +0000 UTC
BATTERY,7,41.765751307,-87.671127796,2011-10-16 03:10:00 +0000 UTC
OTHER OFFENSE,8,41.792177273,-87.735385304,2014-09-02 17:30:00 +0000 UTC
BATTERY,8,41.812306287,-87.74328289,2023-03-25 14:00:00 +0000 UTC
SEX OFFENSE,8,41.805581099,-87.723516274,2017-06-18 05:00:00 +0000 UTC
THEFT,8,41.811882738,-87.707837332,2013-05-27 20:00:00 +0000 UTC
NARCOTICS,8,41.812669441,-87.704154102,2005-05-28 22:20:12 +0000 UTC
CRIMINAL DAMAGE,8,41.785981797,-87.705757122,2007-11-12 15:34:00 +0000 UTC
CRIMINAL DAMAGE,8,41.798003476,-87.708584771,2009-05-16 00:01:00 +0000 UTC
OTHER OFFENSE,8,,,2003-07-18 00:00:00 +0000 UTC
NARCOTICS,8,41.776389307,-87.687226505,2010-07-22 22:55:00 +0000 UTC
ASSAULT,8,41.767298817,-87.689425475,2019-11-09 16:01:00 +0000 UTC
MOTOR VEHICLE THEFT,8,41.77327712,-87.703006844,2010-03-15 01:25:00 +0000 UTC
BATTERY,8,41.772859561,-87.68468842,2010-10-29 14:45:00 +0000 UTC
THEFT,9,41.830407799,-87.67371278,2022-11-09 10:09:00 +0000 UTC
ASSAULT,9,41.8366504,-87.654764893,2007-01-31 23:07:04 +0000 UTC
THEFT,9,41.837325279,-87.64504422,2008-03-26 15:45:00 +0000 UTC
THEFT,9,41.816674785,-87.633709724,2001-09-03 11:00:00 +0000 UTC
DECEPTIVE PRACTICE,10,41.861947352,-87.723832676,2019-05-23 10:00:00 +0000 UTC
NARCOTICS,10,41.85983942,-87.723768262,2008-04-23 11:28:00 +0000 UTC
INTERFERENCE WITH PUBLIC OFFICER,10,41.855972736,-87.717590462,2025-04-22 21:50:00 +0000 UTC
THEFT,10,41.844252757,-87.724943845,2024-06-19 10:49:00 +0000 UTC
BATTERY,11,41.902580126,-87.731913541,2015-06-21 16:18:00 +0000 UTC
BATTERY,11,41.899643987,-87.726214551,2008-02-28 08:29:46 +0000 UTC
BATTERY,11,41.894385607,-87.719939597,2007-03-25 09:30:00 +0000 UTC
NARCOTICS,11,41.899783437,-87.718896171,2015-05-20 19:30:00 +0000 UTC
NARCOTICS,11,41.89971433,-87.724987029,2007-09-13 20:06:35 +0000 UTC
NARCOTICS,11,41.886530554,-87.74438154,2007-10-26 23:05:51 +0000 UTC
DECEPTIVE PRACTICE,11,41.885487535,-87.726422045,2006-08-15 07:35:00 +0000 UTC
ASSAULT,11,41.877427291,-87.696946533,2022-05-25 20:27:00 +0000 UTC
NARCOTICS,11,41.870067151,-87.738929944,2003-08-29 21:40:00 +0000 UTC
MOTOR VEHICLE THEFT,11,41.866899854,-87.71954524,2013-07-14 09:00:00 +0000 UTC
CRIMINAL DAMAGE,12,41.902765473,-87.657661545,2024-05-17 02:17:00 +0000 UTC
THEFT,12,41.882929622,-87.693017707,2015-04-17 15:40:00 +0000 UTC
THEFT,12,41.885280845,-87.686545515,2013-10-26 03:15:00 +0000 UTC
NARCOTICS,12,41.857617386,-87.679992969,2008-09-06 04:51:00 +0000 UTC
MOTOR VEHICLE THEFT,12,41.882366178,-87.667765794,2025-02-03 19:00:00 +0000 UTC
BATTERY,12,41.875784388,-87.672805765,2019-04-16 05:35:00 +0000 UTC
THEFT,12,41.867989472,-87.666417011,2012-02-19 18:00:00 +0000 UTC
BATTERY,12,41.864767229,-87.658814377,2024-08-24 23:00:00 +0000 UTC
BATTERY,12,41.903354552,-87.666893991,2010-08-29 04:50:00 +0000 UTC
LIQUOR LAW VIOLATION,12,41.89411996,-87.675419293,2004-09-03 21:00:00 +0000 UTC
BATTERY,14,41.930776548,-87.706162621,2008-12-26 14:25:00 +0000 UTC
NARCOTICS,14,41.918025144,-87.711901773,2007-11-09 14:28:00 +0000 UTC
DECEPTIVE PRACTICE,14,41.912964683,-87.693397281,2017-06-21 00:01:00 +0000 UTC
THEFT,14,41.904597078,-87.712818135,2006-11-22 02:20:00 +0000 UTC
CRIMINAL DAMAGE,14,41.905958945,-87.706886818,2015-11-17 01:15:00 +0000 UTC
THEFT,14,41.906583735,-87.69624928,2007-12-11 11:39:00 +0000 UTC
BATTERY,15,41.894255946,-87.767927371,2024-11-05 12:00:00 +0000 UTC
BATTERY,15,41.88301997,-87.766605275,2004-07-15 02:00:00 +0000 UTC
BURGLARY,15,41.88538119,-87.766841476,2001-03-09 17:00:00 +0000 UTC
BATTERY,15,41.866830324,-87.774179073,2007-03-04 10:20:25 +0000 UTC
NARCOTICS,15,41.880319128,-87.759321641,2005-07-24 10:40:45 +0000 UTC
BATTERY,15,41.885658602,-87.753691776,2018-02-04 13:15:00 +0000 UTC
CRIMINAL DAMAGE,15,41.88989959,-87.751743655,2006-08-03 17:00:00 +0000 UTC
CRIMINAL DAMAGE,16,41.975848671,-87.841545175,2018-12-23 04:00:00 +0000 UTC
CRIMINAL DAMAGE,16,42.009244004,-87.784869954,2016-01-17 21:00:00 +0000 UTC
BATTERY,16,41.960682684,-87.750898214,2002-10-03 15:45:00 +0000 UTC
BATTERY,16,41.938136883,-87.797237369,2017-05-28 19:30:00 +0000 UTC
THEFT,17,41.941592322,-87.727261298,2016-09-08 15:28:00 +0000 UTC
ROBBERY,18,41.922531918,-87.644687752,2018-03-09 03:30:00 +0000 UTC
ROBBERY,18,41.911828529,-87.642253124,2016-04-17 20:30:00 +0000 UTC
THEFT,18,41.91007391,-87.653106106,2019-11-29 17:28:00 +0000 UTC
BATTERY,18,41.897330401,-87.639919113,2004-05-15 21:00:00 +0000 UTC
THEFT,18,41.895931553,-87.640037089,2023-11-16 21:00:00 +0000 UTC
DECEPTIVE PRACTICE,18,41.891595438,-87.633215946,2021-05-03 15:20:00 +0000 UTC
THEFT,18,41.892936341,-87.628114443,2008-10-04 11:30:00 +0000 UTC
THEFT,18,41.895140898,-87.624255632,2008-06-05 18:05:00 +0000 UTC
THEFT,18,41.891791478,-87.620917415,2010-07-21 23:27:00 +0000 UTC
PUBLIC PEACE VIOLATION,19,41.939444419,-87.689596768,2010-12-06 01:30:00 +0000 UTC
THEFT,19,41.945921351,-87.665201053,2016-09-14 12:00:00 +0000 UTC
OTHER OFFENSE,19,41.927094481,-87.659304745,2012-06-30 12:00:00 +0000 UTC
BATTERY,19,41.932580493,-87.65053333,2001-08-22 21:45:00 +0000 UTC
THEFT,19,41.93859561,-87.649576033,2024-07-13 11:54:00 +0000 UTC
THEFT,20,41.984506698,-87.655216366,2015-05-24 19:00:00 +0000 UTC
THEFT,20,,,2021-11-30 00:00:00 +0000 UTC
CRIMINAL DAMAGE,2,41.854533666,-87.627270111,2001-10-25 12:15:00 +0000 UTC
CRIMINAL DAMAGE,9,41.851441075,-87.632677658,2005-11-05 22:00:00 +0000 UTC
NARCOTICS,1,41.844023772,-87.626923253,2008-02-27 19:15:00 +0000 UTC
CRIMINAL TRESPASS,2,41.809670667,-87.594156219,2003-01-08 12:15:00 +0000 UTC
BURGLARY,2,41.800175766,-87.589101486,2007-12-14 20:20:00 +0000 UTC
ASSAULT,22,41.683938313,-87.72175582,2007-04-30 11:50:00 +0000 UTC
CRIMINAL DAMAGE,22,41.681929492,-87.672676154,2009-05-12 16:35:00 +0000 UTC
THEFT,22,41.714012214,-87.659228209,2025-03-17 17:27:00 +0000 UTC
NARCOTICS,22,41.732132952,-87.639859581,2003-04-30 20:40:00 +0000 UTC
BATTERY,22,41.686460463,-87.633734743,2025-02-21 15:50:00 +0000 UTC
THEFT,22,41.692289426,-87.647852131,2014-09-06 11:30:00 +0000 UTC
NARCOTICS,22,41.690194993,-87.649609807,2003-09-24 15:00:00 +0000 UTC
NARCOTICS,19,41.963104725,-87.654759461,2010-09-22 11:00:00 +0000 UTC
THEFT,19,41.954085098,-87.650230319,2003-08-22 21:00:00 +0000 UTC
THEFT,24,42.007640982,-87.695565741,2018-08-30 03:00:00 +0000 UTC
CRIMINAL DAMAGE,24,42.021351904,-87.672931625,2001-11-21 08:30:00 +0000 UTC
NARCOTICS,24,42.01980733,-87.668248096,2004-08-01 08:40:00 +0000 UTC
BURGLARY,24,42.012044156,-87.663078088,2016-08-14 09:30:00 +0000 UTC
THEFT,24,42.005446228,-87.666219555,2020-01-06 04:46:00 +0000 UTC
BATTERY,25,41.931526845,-87.786929086,2022-04-26 23:00:00 +0000 UTC
THEFT,25,41.930946496,-87.788962647,2005-10-29 13:45:00 +0000 UTC
MOTOR VEHICLE THEFT,25,41.911935597,-87.777742397,2023-02-20 00:01:00 +0000 UTC
DECEPTIVE PRACTICE,25,41.909307068,-87.80576669,2002-02-18 13:39:36 +0000 UTC
ROBBERY,25,41.934635296,-87.718407406,2012-08-25 14:00:00 +0000 UTC
BURGLARY,25,41.905974756,-87.747307039,2015-01-11 14:30:00 +0000 UTC
DECEPTIVE PRACTICE,25,41.916930759,-87.746431558,2005-09-21 15:00:00 +0000 UTC
CRIMINAL DAMAGE,25,41.903533056,-87.729428701,2009-11-16 23:40:00 +0000 UTC
THEFT,1,41.882553868,-87.624383802,2015-01-14 15:30:00 +0000 UTC
CRIMINAL DAMAGE,1,41.879283693,-87.641641821,2017-11-25 04:40:00 +0000 UTC
CRIMINAL DAMAGE,1,41.870389849,-87.62413639,2014-06-28 15:00:00 +0000 UTC
THEFT,1,41.864527285,-87.640633457,2015-01-24 07:30:00 +0000 UTC
ASSAULT,1,41.874381838,-87.641536792,2007-05-29 16:00:00 +0000 UTC
THEFT,1,41.874510208,-87.635087783,2006-03-26 20:00:00 +0000 UTC
CRIMINAL DAMAGE,1,41.870550254,-87.626117248,2007-10-19 09:30:00 +0000 UTC
MOTOR VEHICLE THEFT,2,41.816496377,-87.625641073,2005-08-19 01:00:00 +0000 UTC
CRIMINAL DAMAGE,2,41.812216125,-87.593965552,2024-10-18 03:12:00 +0000 UTC
BATTERY,2,41.804254237,-87.626098571,2001-12-26 04:14:15 +0000 UTC
BATTERY,2,41.797699101,-87.62092263,2004-04-07 17:15:00 +0000 UTC
THEFT,2,41.795991039,-87.630542489,2003-04-30 18:05:38 +0000 UTC
OTHER OFFENSE,3,41.777967289,-87.615568353,2023-05-06 10:24:00 +0000 UTC
ROBBERY,3,41.781586235,-87.594665848,2017-04-15 06:55:00 +0000 UTC
CRIMINAL DAMAGE,3,41.771225741,-87.611376443,2003-07-19 17:15:00 +0000 UTC
CRIMINAL DAMAGE,3,41.77410968,-87.600921572,2008-09-12 10:00:00 +0000 UTC
BATTERY,3,41.765253769,-87.615255549,2010-05-07 18:50:00 +0000 UTC
CRIMINAL DAMAGE,3,41.762926883,-87.613983944,2024-04-11 08:00:00 +0000 UTC
BATTERY,3,41.76484251,-87.595821963,2020-06-27 17:30:00 +0000 UTC
CRIMINAL DAMAGE,3,41.763334682,-87.600780215,2001-06-09 02:30:00 +0000 UTC
BURGLARY,3,41.771532968,-87.571411194,2001-07-20 06:00:00 +0000 UTC
THEFT,3,41.765254273,-87.579351703,2021-10-14 02:10:00 +0000 UTC
OTHER OFFENSE,3,41.761661446,-87.558237537,2022-01-08 14:35:00 +0000 UTC
BATTERY,4,41.750577197,-87.584298575,2018-08-02 01:39:00 +0000 UTC
ROBBERY,4,41.731848123,-87.57938713,2001-04-26 11:34:33 +0000 UTC
OTHER OFFENSE,4,41.754757235,-87.578499702,2013-02-09 16:00:00 +0000 UTC
BATTERY,4,41.754691074,-87.557038686,2002-02-08 11:34:50 +0000 UTC
THEFT,4,41.756751571,-87.56390413,2021-09-19 15:00:00 +0000 UTC
NARCOTICS,4,41.758080076,-87.562715424,2002-11-05 00:35:00 +0000 UTC
MOTOR VEHICLE THEFT,4,41.747746365,-87.564960782,2004-08-13 18:50:53 +0000 UTC
THEFT,4,41.736922044,-87.551419766,2015-06-24 20:00:00 +0000 UTC
OTHER OFFENSE,4,41.742048903,-87.560008753,2016-01-24 12:00:00 +0000 UTC
BATTERY,4,41.737403823,-87.549629584,2002-06-06 17:55:00 +0000 UTC
NARCOTICS,4,41.738480878,-87.550221049,2007-05-06 10:31:08 +0000 UTC
ASSAULT,4,41.718483752,-87.57403441,2012-09-07 21:15:00 +0000 UTC
BATTERY,4,41.687443568,-87.535276973,2022-06-18 10:00:00 +0000 UTC
PROSTITUTION,5,41.699022046,-87.620906931,2018-12-26 19:38:00 +0000 UTC
NARCOTICS,5,41.679215014,-87.625155802,2003-03-03 11:45:00 +0000 UTC
ASSAULT,5,41.690404133,-87.613306025,2021-06-21 10:20:00 +0000 UTC
CRIMINAL DAMAGE,5,41.688485921,-87.605909891,2020-05-27 12:00:00 +0000 UTC
CRIMINAL DAMAGE,5,41.651831534,-87.614478544,2025-04-13 00:01:00 +0000 UTC
THEFT,6,41.74825399,-87.642753351,2024-11-03 08:54:00 +0000 UTC
THEFT,6,41.736363714,-87.625301412,2001-05-12 18:00:00 +0000 UTC
THEFT,6,41.752409526,-87.618187637,2020-06-19 01:00:00 +0000 UTC
CRIMINAL DAMAGE,6,41.751962772,-87.613882823,2001-12-20 14:00:00 +0000 UTC
NARCOTICS,6,41.749466183,-87.604419308,2003-01-16 00:00:00 +0000 UTC
WEAPONS VIOLATION,6,41.736584495,-87.624166843,2017-08-13 03:16:00 +0000 UTC
WEAPONS VIOLATION,6,41.721820065,-87.618406041,2017-04-14 13:35:00 +0000 UTC
THEFT,6,41.735857166,-87.624152861,2008-07-16 11:50:00 +0000 UTC
BATTERY,7,41.780722001,-87.649671925,2011-06-10 10:00:00 +0000 UTC
BURGLARY,7,41.786144784,-87.647381282,2004-12-23 23:30:00 +0000 UTC
ROBBERY,7,41.789931189,-87.664480186,2024-08-07 11:15:00 +0000 UTC
ASSAULT,7,41.780445554,-87.664245127,2024-09-19 18:30:00 +0000 UTC
NARCOTICS,7,41.786429601,-87.654675056,2002-01-11 21:51:05 +0000 UTC
THEFT,7,41.791415288,-87.668164785,2024-12-01 14:41:00 +0000 UTC
ASSAULT,7,41.775491393,-87.636881412,2003-07-26 12:25:00 +0000 UTC
MOTOR VEHICLE THEFT,7,41.76912051,-87.627661314,2015-03-20 06:00:00 +0000 UTC
CRIM SEXUAL ASSAULT,7,41.767866727,-87.648122217,2018-07-25 03:00:00 +0000 UTC
BATTERY,7,41.758953628,-87.649107679,2007-01-23 14:20:00 +0000 UTC
OTHER OFFENSE,8,41.786537981,-87.765725084,2022-11-27 03:00:00 +0000 UTC
DECEPTIVE PRACTICE,8,41.774757027,-87.771372085,2007-02-19 14:30:00 +0000 UTC
OTHER OFFENSE,8,41.774892487,-87.784634821,2022-09-27 10:00:00 +0000 UTC
BATTERY,8,41.787305346,-87.727895315,2023-01-10 19:15:00 +0000 UTC
PROSTITUTION,8,41.807013767,-87.74191564,2002-10-18 10:59:32 +0000 UTC
CRIMINAL DAMAGE,8,41.812566206,-87.712415975,2001-09-23 22:30:00 +0000 UTC
THEFT,8,41.799691178,-87.717216342,2015-06-25 17:00:00 +0000 UTC
ASSAULT,8,41.776766148,-87.698210298,2025-02-10 22:20:00 +0000 UTC
BATTERY,8,41.791220341,-87.688848758,2009-12-16 10:30:50 +0000 UTC
BATTERY,8,41.778186994,-87.679978573,2001-03-11 17:30:00 +0000 UTC
ASSAULT,8,41.768226592,-87.68995139,2002-05-19 20:09:52 +0000 UTC
BURGLARY,8,41.773100452,-87.699327927,2009-08-07 00:01:00 +0000 UTC
THEFT,8,41.764646721,-87.722390196,2002-05-15 11:30:00 +0000 UTC
OTHER OFFENSE,8,41.747604091,-87.690120692,2018-12-08 18:00:00 +0000 UTC
